,movieId,genres,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,plot_keywords
3040,92192,Horror|Sci-Fi|Thriller,Apollo 18,Gonzalo López-Gallego,Warren Christie,Ryan Robbins,Andrew Airlie,cosmonaut|footprint|found footage|moon|secret mission
3041,92234,Action|Adventure|Drama|War,Red Tails,Anthony Hemingway,David Oyelowo,Nate Parker,Tristan Mack Wilds,african american|battle|italy|tuskegee airmen|world war two
3042,92264,Action|Comedy|Crime,One for the Money,Julie Anne Robinson,Fisher Stevens,Debbie Reynolds,Patrick Fischler,bail bond|bounty hunter|jeans|shot in the butt|title directed by female
3043,92335,Drama|Romance,Big Miracle,Ken Kwapis,Ted Danson,Tim Blake Nelson,Andrew Daly,arctic circle|reporter|small town|volunteer|whale
3044,92391,Horror,Grave Encounters,Colin Minihan,Mackenzie Gray,Sean Rogerson,Ashleigh Gryzko,ghost|ghost hunting|labyrinth|paranormal|reality show
3045,92420,Action|Sci-Fi|Thriller,Chronicle,Josh Trank,Michael Kelly,Alex Russell,Ashley Hinshaw,found footage|high school|subjective camera|teen angst|troubled teen
3046,92448,Comedy,Bucky Larson: Born to Be a Star,Tom Brady,Don Johnson,Kevin Nealon,Nicholas Turturro,diner|eating a banana|masturbation|porn star|shooting a pornographic movie
3047,92665,Comedy|Drama|Romance,"For a Good Time, Call...",Jamie Travis,James Wolk,Ari Graynor,Nia Vardalos,friend|friendship|gay|phone sex|sex
3048,92681,Action|Adventure|Comedy|Sci-Fi|IMAX,Journey 2: The Mysterious Island,Brad Peyton,Josh Hutcherson,Dwayne Johnson,Kristin Davis,gold|hurricane|island|mountain|mysterious island
3049,92719,Comedy,Tim and Eric's Billion Dollar Movie,Tim Heidecker,Michael Gross,William Atherton,Bob Ross,film in film|man with glasses|reference to steven spielberg|self referential|shopping mall
3050,92804,Action|Drama,Bodyguards and Assassins,Teddy Chan,Bingbing Fan,Simon Yam,Nicholas Tse,giant|hong kong|hook and chain|knife fight|martial artist
3051,92841,Drama|War,Winter in Wartime,Martin Koolhoven,Yorick van Wageningen,Tygo Gernandt,Martijn Lakemeier,horse|nazi|occupation|resistance movement|uncle nephew relationship
3052,92938,Action|Fantasy|Thriller,Ghost Rider: Spirit of Vengeance,Mark Neveldine,Nicolas Cage,Spencer Wilding,Christopher Lambert,deal with the devil|devil|eastern europe|ghost rider|monk
3053,93061,Drama,October Baby,Andrew Erwin,Rachel Hendrix,Robert Amaya,Jason Burkey,abortion|anti choice|christian preach|malpractice|unprofessional conduct
3054,93187,Drama,Freedom,Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,19th century|christian film|hymn|religion|slave
3055,116945,Drama,Freedom,Peter Cousens,Sharon Leal,David Rasche,Bart Shatto,19th century|christian film|hymn|religion|slave
3056,93265,Drama,Courageous,Alex Kendrick,Ben Davies,Alex Kendrick,T.C. Stallings,faith|fatherhood|integrity|police|responsibility
3057,93267,Drama,Flywheel,Alex Kendrick,Shannen Fields,Lisa Arnold,Janet Lee Dapper,baby|car salesman|christian film|pregnancy|used car salesman
3058,93297,Action|Thriller|War,Act of Valor,Mike McCoy,Alex Veadov,Jason Cottle,Rorke Denver,mission|navy seal|terrorist|torture|valor
3059,93326,Action|Comedy|Romance,This Means War,McG,Tom Hardy,Abigail Spencer,Warren Christie,best friend|cia|cia agent|dating|undercover
3060,93363,Action|Adventure|Sci-Fi|IMAX,John Carter,Andrew Stanton,Daryl Sabara,Samantha Morton,Polly Walker,alien|american civil war|male nipple|mars|princess
3061,93510,Action|Comedy|Crime,21 Jump Street,Phil Lord,Channing Tatum,Dax Flame,Rob Riggle,narcotics|parody|police|remake|undercover cop
3062,93512,Comedy|Drama,"Jeff, Who Lives at Home",Jay Duplass,Judy Greer,Evan Ross,Rae Dawn Chong,basement|errand|secret admirer|slacker|wrong number
3063,93563,Action|Sci-Fi|Thriller,Lockout,James Mather,Joseph Gilgun,Vincent Regan,Jacky Ido,bodyguard|maximum security prison|outer space|president|prison
3064,93610,Action|Adventure|Drama,Space Battleship Yamato,Takashi Yamazaki,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,alien|battleship|message|radiation|yamato
3065,93693,Comedy,Casa de mi Padre,Matt Piedmont,Will Ferrell,Adrian Martinez,Luis E. Carazo,absurd humor|drug lord|mexico|ranch|spaghetti western
3066,93723,Comedy|Romance,Damsels in Distress,Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,college|college campus|dance craze|depression|fraternity
3067,93766,Action|Adventure|Fantasy|IMAX,Wrath of the Titans,Jonathan Liebesman,Liam Neeson,Edgar Ramírez,Lily James,ares|hades|titan|underworld|zeus
3068,93819,Horror,Absentia,Mike Flanagan,Justin Gordon,Courtney Bell,Erin Cipolletti,anticipate|dead in absentia|foetus|tunnel|unreliable narration
3069,93838,Action|Crime,The Raid: Redemption,Gareth Evans,Iko Uwais,Yayan Ruhian,Donny Alamsyah,apartment|drug lord|gangster|police|swat team
3070,93946,Comedy,L!fe Happens,Kat Coiro,Justin Kirk,Geoff Stults,Kristen Johnston,friendship|los angeles california|one night stand|roommate|single mother
3071,93954,Horror|Thriller,Silent House,Chris Kentis,Eric Sheffer Stevens,Julia Taylor Ross,Adam Trese,bound and gagged|girl|haunted house|hearing noises|uninterrupted shot
3072,94015,Adventure|Comedy|Fantasy,Mirror Mirror,Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,kingdom|prince|princess|queen|snow
3073,94018,Action|Sci-Fi|Thriller|IMAX,Battleship,Peter Berg,Liam Neeson,Alexander Skarsgård,Tadanobu Asano,box office flop|hawaii|naval|oahu hawaii|ship
3074,94323,Comedy,Think Like a Man,Tim Story,Chris Brown,Romany Malco,Regina Hall,advice|black romance|hip hop|reading a book|sex scene
3075,94439,Comedy,Jumping the Broom,Salim Akil,Gary Dourdan,Loretta Devine,Laz Alonso,martha's vineyard|mother|older woman younger man relationship|wedding|weekend
3076,94469,Comedy|Drama|Romance,Red Dog,Kriv Stenders,Noah Taylor,Keisha Castle-Hughes,Luke Ford,australian|based on true events|dog|love|search
3077,94478,Comedy|Horror|IMAX,Dark Shadows,Tim Burton,Johnny Depp,Chloë Grace Moretz,Christopher Lee,camera shot of feet|cartoon on tv|female stockinged feet|female stockinged soles|foot closeup
3078,94558,Mystery|Sci-Fi,Beyond the Black Rainbow,Panos Cosmatos,Chris Gauthier,Marilyn Norry,Eva Bourne,exploitation|four word title|hallucinogen|lynchian|telepathy
3079,94661,Comedy|Drama,Rocket Singh: Salesman of the Year,Shimit Amin,Ranbir Kapoor,Shazahn Padamsee,Gauhar Khan,boss|computer|honesty|sales|salesman
3080,94780,Action|Adventure|Drama,Snow White and the Huntsman,Rupert Sanders,Chris Hemsworth,Kristen Stewart,Sam Claflin,evil queen|fairy tale|magic|queen|snow white
3081,94799,Drama|Mystery|Sci-Fi,Sound of My Voice,Zal Batmanglij,Christopher Denham,James Urbaniak,Constance Wu,cult|cult leader|female nudity|greedy institution|manipulation
3082,94813,Horror,Chernobyl Diaries,Bradley Parker,Jesse McCartney,Ingrid Bolsø Berdal,Jonathan Sadowski,abandoned building|chernobyl disaster|exploration|tour guide|van
3083,94864,Action|Horror|Sci-Fi|IMAX,Prometheus,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,cave painting|medical scanner|planet|pregnant with an alien fetus|suspended animation
3084,94893,Children|Drama,Letters to God,David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,cancer|faith|hope|letter|prayer
3085,94917,Crime|Drama,Deadline - U.S.A.,Richard Brooks,Humphrey Bogart,Jim Backus,Kim Hunter,editor|gangster|newspaper|organized crime|press
3086,94953,Comedy,Wanderlust,David Wain,Justin Theroux,Lauren Ambrose,Joe Lo Truglio,childbirth|female frontal nudity|nude protest|nudist|skinny dipping
3087,94959,Comedy|Drama|Romance,Moonrise Kingdom,Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,1960s|boy scouts|boy scouts camp|coming of age|young love
3088,94965,Drama|War,There Be Dragons,Roland Joffé,Jordi Mollà,Dougray Scott,Lily Cole,dying|forgiveness|saint|spanish civil war|starts with narration
3089,94998,Action|Drama|War,5 Days of War,Renny Harlin,Richard Coyle,Kenneth Cranham,Ana Imnadze,cameraman|epic battle|journalist|south ossetia|street shootout
3090,95088,Comedy|Drama,Safety Not Guaranteed,Colin Trevorrow,Mary Lynn Rajskub,Mark Duplass,Jeff Garlin,classified ad|intern|magazine|time machine|time travel
3091,95105,Adventure|Animation|Children|Comedy|IMAX,Madagascar 3: Europe's Most Wanted,Eric Darnell,Jada Pinkett Smith,Martin Short,Cedric the Entertainer,animal|circus|island name in title|lemur|penguin
3092,95133,Western,Blackthorn,Mateo Gil,Sam Shepard,Dominique McElligott,Stephen Rea,assumed identity|bolivia|butch cassidy|doctor|thief
3093,95135,Comedy|Drama,Your Sister's Sister,Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,drunken sex|mashed potatoes|pancakes|tequila|title directed by female
3094,95167,Action|Adventure|Animation|Children,Brave,Mark Andrews,Kelly Macdonald,John Ratzenberger,Julie Walters,archery|coming of age|female warrior|princess|rebellious daughter
3095,95199,Comedy|Drama|Romance,What to Expect When You're Expecting,Kirk Jones,Anna Kendrick,Dennis Quaid,Thomas Lennon,baby|expecting twins|hawaiian shirt|photographer|pregnancy
3096,95201,Comedy,To Rome with Love,Woody Allen,Ornella Muti,Judy Davis,Alessandra Mastronardi,architect|celebrity|prostitute|shower|tourist
3097,95207,Action|Fantasy|Horror|Thriller,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,Rufus Sewell,Dominic Cooper,Benjamin Walker,chopping down a tree|hanging upside down|shopkeeper|vampire|vampire hunter
3098,95296,Drama|War,For Greater Glory: The True Story of Cristiada,Dean Wright,Santiago Cabrera,Eduardo Verástegui,Catalina Sandino Moreno,catholic|hanging|mexico|rebellion|soldier
3099,95307,Comedy|Drama|Musical|IMAX,Rock of Ages,Adam Shankman,James Martin Kelly,Shane Hartline,Celina Beach,concert|love|music industry|panties|pole dancer
3100,95309,Comedy|Drama|Romance,Seeking a Friend for the End of the World,Lorene Scafaria,Steve Carell,Mark Moses,Rob Huebel,candle|end of the world|letter|record|road trip
3101,95441,Comedy|Fantasy,Ted,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Tom Skerritt,2010s|car accident|sex scene|teddy bear|testicle
3102,95449,Drama|Romance,Magic Mike,Steven Soderbergh,Channing Tatum,Alex Pettyfer,Matthew McConaughey,bank|male nudity|male objectification|male stripper|stripper
3103,95488,Adventure|Drama,On the Road,Walter Salles,Kristen Stewart,Viggo Mortensen,Kirsten Dunst,benzedrine|cactus|drugs|poem|year 1949
3104,95558,Drama|Fantasy,Beasts of the Southern Wild,Benh Zeitlin,Quvenzhané Wallis,Gina Montana,Dwight Henry,auroch|community|hospital|illness|six year old
3105,95690,Comedy|Thriller,Some Guy Who Kills People,Jack Perez,Kevin Corrigan,Barry Bostwick,Ahmed Best,
3106,95761,Crime|Thriller,Killer Joe,William Friedkin,Matthew McConaughey,Scott A. Martin,Carol Sutton,female nudity|female pubic hair|lingerie|neo noir|pubic hair
3107,96079,Action|Adventure|Thriller|IMAX,Skyfall,Sam Mendes,Albert Finney,Helen McCrory,Rory Kinnear,brawl|childhood home|computer cracker|intelligence agency|terrorist cell
3108,96079,Action|Adventure|Thriller|IMAX,Skyfall,Sam Mendes,Albert Finney,Helen McCrory,Rory Kinnear,brawl|childhood home|computer cracker|intelligence agency|terrorist cell
3109,96281,Adventure|Animation|Comedy,ParaNorman,Chris Butler,Anna Kendrick,Kodi Smit-McPhee,Elaine Stritch,curse|ghost|outcast|witch|zombie
3110,96283,Children|Comedy,Diary of a Wimpy Kid: Dog Days,David Bowers,Zachary Gordon,Rachael Harris,Karan Brar,best friend|camping|country club|no opening credits|summer vacation
3111,96417,Action|Thriller,Premium Rush,David Koepp,Joseph Gordon-Levitt,Dania Ramirez,Aasif Mandvi,chase|courier|delivery|envelope|police
3112,96565,Comedy,Bachelorette,Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,bachelorette party|drug use|high school|overdose|wedding dress
3113,96588,Comedy|Musical,Pitch Perfect,Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt,a cappella|competition|dj|female protagonist|lesbian
3114,96610,Action|Crime|Sci-Fi,Looper,Rian Johnson,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms,chase|future|surprise ending|time loop|time travel
3115,96612,Drama|Thriller,Compliance,Craig Zobel,Dreama Walker,Matt Servitto,James McCaffrey,authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call
3116,96616,Comedy,That's My Boy,Sean Anders,Adam Sandler,Leighton Meester,Will Forte,argument|reference to vanilla ice|statutory rape|teacher student relationship|teacher student sex
3117,96655,Comedy|Drama|Sci-Fi,Robot & Frank,Jake Schreier,Frank Langella,Joshua Ormond,Ana Gasteyer,burglary|dementia|near future|robot|thief
3118,96691,Action|Horror|Sci-Fi|IMAX,Resident Evil: Retribution,Paul W.S. Anderson,Milla Jovovich,Boris Kodjoe,Bingbing Li,corporation|fight|rescue|umbrella|zombie
3119,96693,Drama,Trouble with the Curve,Robert Lorenz,Clint Eastwood,Ed Lauter,Bob Gunton,aging|baseball|baseball scout|north carolina|pitcher
3120,96737,Action|Sci-Fi,Dredd,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,brutality|dark humor|female antagonist|female warrior|post apocalypse
3121,96737,Action|Sci-Fi,Dredd,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,brutality|dark humor|female antagonist|female warrior|post apocalypse
3122,96751,Drama|Thriller,Arbitrage,Nicholas Jarecki,Nate Parker,Curtiss Cook,Reg E. Cathey,accidental death|dead woman|dead woman with eyes open|death of mistress|manager
3123,96753,Comedy|Drama,Blue Like Jazz,Steve Taylor,Jason Marsden,Marshall Allman,Eric Lange,church|college|color in title|philosophy|texas
3124,96811,Crime|Drama|Thriller,End of Watch,David Ayer,Jake Gyllenhaal,Anna Kendrick,America Ferrera,lapd|police|police officer|south central los angeles|street gang
3125,96832,Drama|Fantasy|Musical|Mystery|Sci-Fi,Holy Motors,Leos Carax,Kylie Minogue,Leos Carax,Denis Lavant,boudoir|death|insanity|male full frontal nudity|penis
3126,96849,Drama|Musical,Sparkle,Salim Akil,Omari Hardwick,Curtis Armstrong,Mike Epps,1960s|death|girl group|nightclub|sister
3127,96857,Drama|Mystery|Thriller,Red Lights,Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts,fraud|physicist|psychic|skeptic|tailing
3128,96861,Action|Crime|Drama|Thriller,Taken 2,Olivier Megaton,Liam Neeson,Luke Grimes,D.B. Sweeney,albanian|revenge|revenge motive|teenage daughter|vacation
3129,96917,Horror|Thriller,House at the End of the Street,Mark Tonderai,Jennifer Lawrence,Nolan Gerard Funk,Gil Bellows,brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder
3130,96941,Documentary,2016: Obama's America,Dinesh D'Souza,Barack Obama,Zackary Steven Graham,Dinesh D'Souza,critically bashed|partisan commentary|political propoganda|punctuation in title|reenactment
3131,97059,Documentary|Drama,Katy Perry: Part of Me,Dan Cutforth,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,female protagonist|reference to britney spears|singer|song|world tour
3132,97172,Animation|Comedy|Horror|IMAX,Frankenweenie,Tim Burton,Martin Landau,Catherine O'Hara,Atticus Shaffer,dog|life|remake by original director|science|stop motion animation
3133,97188,Horror|Thriller,Sinister,Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,book|found footage|research|snuff film|writer
3134,97225,Animation|Children|Comedy,Hotel Transylvania,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,dracula|hotel|invisible man|monster|transylvania
3135,97304,Drama|Thriller,Argo,Ben Affleck,Clea DuVall,Scoot McNairy,Tate Donovan,1970s|cia|f word|u.s. embassy|year 1979
3136,97306,Comedy|Crime,Seven Psychopaths,Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,dognapping|gangster|misfiring gun|screenwriter|shih tzu
3137,97462,Animation|Comedy,Hoodwinked Too! Hood vs. Evil,Mike Disa,Amy Poehler,Phil LaMarr,Cheech Marin,3 dimensional|box office flop|critically bashed|red riding hood|wolf
3138,97615,Comedy|Drama,16 to Life,Becky Smith,Will Rothhaar,Emily Baldoni,Hallee Hirsh,birthday|digit in title|love|masturbation|teenager
3139,97701,Horror|IMAX,Paranormal Activity 4,Henry Joost,Matt Shively,Brendon Eggertsen,Alisha Boe,boy in a bathtub|demon|laptop computer|pulled underwater|walking in the dark
3140,97742,Action|Crime|Mystery|Thriller,Alex Cross,Rob Cohen,Cicely Tyson,Chad Lindberg,Carmen Ejogo,assassin|detective|partner|police|serial killer
3141,97752,Drama|Sci-Fi|IMAX,Cloud Atlas,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,composer|future|letter|nonlinear timeline|nursing home
3142,97785,Horror|Mystery|Thriller,Silent Hill: Revelation 3D,Michael J. Bassett,Radha Mitchell,Deborah Kara Unger,Martin Donovan,18th birthday|alternate reality|introduction|nightmare|on the run
3143,97792,Horror,Graduation Day,Herb Freed,Linnea Quigley,Carmen Argenziano,Vanna White,coach|mask|school principal|team|track
3144,97832,Drama,Chasing Mavericks,Michael Apted,Gerard Butler,Abigail Spencer,Leven Rambin,box office flop|no opening credits|surfing|two word title|year 1987
3145,97836,Action|Comedy,Here Comes the Boom,Frank Coraci,Salma Hayek,Reggie Lee,Charice,claim in title|high school|mixed martial arts|ultimate fighting championship|underdog
3146,97860,Crime|Drama|Thriller,Killing Them Softly,Andrew Dominik,Brad Pitt,Sam Shepard,Ben Mendelsohn,exploding car|hit by a car|poker game|punched in the face|shot to death
3147,97913,Animation|Comedy,Wreck-It Ralph,Rich Moore,Jack McBrayer,Sarah Silverman,Joe Lo Truglio,arcade|candy|glitch|king|medal
3148,97921,Comedy|Drama,Silver Linings Playbook,David O. Russell,Jennifer Lawrence,Robert De Niro,Bradley Cooper,adulterous wife|bipolar disorder|obsessive compulsive personality disorder|unhappy marriage|widow
3149,97923,Drama,Flight,Robert Zemeckis,Denzel Washington,Bruce Greenwood,Nadine Velazquez,airline|flight|flight attendant|lawyer|pilot
3150,97938,Adventure|Drama|IMAX,Life of Pi,Ang Lee,Suraj Sharma,Rafe Spall,Tabu,animal|faith|india|journey|tiger
3151,97986,Drama,Won't Back Down,Daniel Barnz,Holly Hunter,Rosie Perez,Dante Brown,children|inner city|parent|school|teacher
3152,98054,Action|Crime|Thriller,Stolen,Simon West,Nicolas Cage,Mark Valley,Sami Gayle,bank|money|presumed dead|rescue|thief
3153,98056,Drama|Romance,Amour,Michael Haneke,Isabelle Huppert,Emmanuelle Riva,Jean-Louis Trintignant,aging|daughter|old couple|old love|stroke
3154,98122,Documentary,Indie Game: The Movie,Lisanne Pajot,Jonathan Blow,Edmund McMillen,Phil Fish,movie in title
3155,98154,Drama|War,Lincoln,Steven Spielberg,Joseph Gordon-Levitt,Hal Holbrook,Bruce McGill,cultural conflict|politics|president|slavery|u.s. president
3156,98175,Comedy|Horror|Romance,Vamps,Amy Heckerling,Taylor Negron,Justin Kirk,Ivan Sergei,murder|new york city|one word title|vampire|vampire slayer
3157,98228,Drama,Walter,Anna Mastro,Leven Rambin,Justin Kirk,Virginia Madsen,based on short film|based on short story
3158,98243,Adventure|Animation|Fantasy|IMAX,Rise of the Guardians,Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,belief|box office hit|children|new york city|tooth
3159,98373,Musical,Step Up Revolution,Scott Speer,Ryan Guzman,Stephen Boss,Misha Gabriel Hamilton,3 dimensional|dance|dancer|dancing|flash mob
3160,98626,Comedy,Barry Munday,Chris D'Arienzo,Judy Greer,Cybill Shepherd,Shea Whigham,doctor|letter|paternity|sex|testicles
3161,98961,Action|Drama|Thriller,Zero Dark Thirty,Kathryn Bigelow,Jennifer Ehle,Harold Perrineau,Parker Sawyers,al qaeda|cia|interrogation|lie|navy seal
3162,98975,Horror|Sci-Fi|Thriller,Antiviral,Brandon Cronenberg,Sarah Gadon,Douglas Smith,Caleb Landry Jones,celebrity|injection|near future|scalpel|stabbed in the mouth
3163,99007,Comedy|Horror|Romance,Warm Bodies,Jonathan Levine,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,fight|memory|teenager|undead|zombie
3164,99112,Action|Crime|Thriller,Jack Reacher,Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,coma|mysterious villain|police chase|shooting range|sniper
3165,99112,Action|Crime|Thriller,Jack Reacher,Christopher McQuarrie,Tom Cruise,Robert Duvall,David Oyelowo,coma|mysterious villain|police chase|shooting range|sniper
3166,99114,Action|Drama|Western,Django Unchained,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,dynamite|historically inaccurate|ku klux klan|n word|slavery
3167,99117,Drama,This Is 40,Judd Apatow,Charlyne Yi,Maude Apatow,Mackenzie Aladjem,40th birthday|aging|birthday|sex|viagra
3168,99143,Fantasy|IMAX,Cirque du Soleil: Worlds Away,Andrew Adamson,Dallas Barnett,Erica Linz,Igor Zaripov,aerialist|circus|cirque du soleil|clown|surrealism
3169,99335,Drama,Addicted,Bille Woodruff,Boris Kodjoe,Cameron Mills,Sharon Leal,adultery|attraction|lust|obsession|temptation
3170,99415,Comedy,Parental Guidance,Andy Fickman,Bailee Madison,Gedde Watanabe,Tom Everett Scott,chores|father figure|helicopter parents|in laws|punishment
3171,99699,Comedy|Drama,Lucy,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,brain capacity|drugs|fictional drug|one woman army|tough girl
3172,111360,Action|Sci-Fi,Lucy,Luc Besson,Scarlett Johansson,Morgan Freeman,Amr Waked,brain capacity|drugs|fictional drug|one woman army|tough girl
3173,99721,Horror|Mystery|Thriller,Texas Chainsaw 3D,John Luessenhop,Gunnar Hansen,Keram Malicki-Sánchez,Shaun Sipos,chainsaw|halloween|mansion|massacre|texas
3174,99728,Action|Crime|Drama,Gangster Squad,Ruben Fleischer,Ryan Gosling,Brandon Molale,Wade Williams,good versus evil|machine gun|mobster|police vigilantism|year 1949
3175,99813,Action|Animation,"Batman: The Dark Knight Returns, Part 2",Jay Oliva,Michael Emerson,Mark Valley,Grey Griffin,batman|joker|mutant|tattoo on breast|the joker
3176,99912,Horror,Mama,Andrés Muschietti,Javier Botet,Megan Charpentier,Isabelle Nélisse,aunt|children|death of sister|forest|hiding in a closet
3177,99957,Crime|Drama|Thriller,Broken City,Allen Hughes,Alona Tal,James Ransone,Michael Beach,election|father son relationship|fellatio|gay slur|title spoken by character
3178,100038,Drama|Romance,Middle of Nowhere,Ava DuVernay,Omari Hardwick,David Oyelowo,Lorraine Toussaint,
3179,102152,Comedy|Drama,Middle of Nowhere,Ava DuVernay,Omari Hardwick,David Oyelowo,Lorraine Toussaint,
3180,100083,Comedy,Movie 43,Elizabeth Banks,Hugh Jackman,Kate Winslet,Seth MacFarlane,awkwardness|embarrassment|gross out|irreverence|shame
3181,100108,Crime|Thriller,Parker,Taylor Hackford,Jason Statham,Clifton Collins Jr.,Wendell Pierce,action hero|disguise|hospital|real estate agent|thief
3182,100163,Action|Fantasy|Horror|IMAX,Hansel & Gretel: Witch Hunters,Tommy Wirkola,Jeremy Renner,Derek Mears,Ingrid Bolsø Berdal,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power
3183,100289,Documentary,"Pink Ribbons, Inc.",Léa Pool,,,,breast cancer|comma in title|period in title|punctuation in title|three word title
3184,100356,Drama|Romance,Now Is Good,Ol Parker,Jeremy Irvine,Olivia Williams,Paddy Considine,death|dying|leukemia|teenage girl|terminal illness
3185,100383,Crime|Drama|Mystery|Thriller,Side Effects,Steven Soderbergh,Channing Tatum,David Costabile,Katie Lowes,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect
3186,100383,Crime|Drama|Mystery|Thriller,Side Effects,Steven Soderbergh,Channing Tatum,David Costabile,Katie Lowes,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect
3187,100390,Comedy|Crime,Identity Thief,Seth Gordon,Jon Favreau,Eric Stonestreet,T.I.,bounty hunter|credit card|cross country|identity|police
3188,100527,Drama|Mystery|Romance,Safe Haven,Lasse Hallström,David Lyons,Noah Lomax,Mimi Kirkland,abusive husband|chick flick|north carolina|secret|widower
3189,100611,Adventure|Animation|Comedy|Sci-Fi,Escape from Planet Earth,Cal Brunker,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,alien|cult film|mission control|product placement|rescue
3190,100714,Drama|Romance,Before Midnight,Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,friend|greece|greek|hotel room|twin
3191,100737,Action|Drama|Thriller,Snitch,Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,cigarette smoking|dea|drugs|inspired by true events|undercover
3192,100737,Action|Drama|Thriller,Snitch,Ric Roman Waugh,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,cigarette smoking|dea|drugs|inspired by true events|undercover
3193,101025,Adventure|Fantasy|IMAX,Jack the Giant Slayer,Bryan Singer,Eddie Marsan,Ewen Bremner,Ralph Brown,bean|giant|king|no opening credits|princess
3194,101076,Action|Adventure|Sci-Fi|Thriller|IMAX,G.I. Joe: Retaliation,Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,general|gi joe|martial arts|ninja|president
3195,101088,Drama|Mystery|Thriller,Stoker,Chan-wook Park,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,death|hitchcockian|psychopath|sociopath|vomiting
3196,101112,Action|Adventure|Fantasy|IMAX,Oz the Great and Powerful,Sam Raimi,Tim Holmes,Mila Kunis,James Franco,circus|magic|magician|oz|witch
3197,101112,Action|Adventure|Fantasy|IMAX,Oz the Great and Powerful,Sam Raimi,Tim Holmes,Mila Kunis,James Franco,circus|magic|magician|oz|witch
3198,101137,Action|Crime|Drama|Romance|Thriller,Dead Man Down,Niels Arden Oplev,Dominic Cooper,Isabelle Huppert,James Biberi,crime lord|dead body|dead body in a freezer|new york city|truck explosion
3199,101220,Documentary,Burn,Tom Putnam,Brendan Doogie Milewski,Donald Austin,Craig Dougherty,abandoned building|detroit michigan|firefighter|michigan|urban setting
3200,101285,Comedy|Crime|Drama,Spring Breakers,Harmony Korine,James Franco,Heather Morris,Rachel Korine,kissing a dead body|repeated dialogue|sex in pool|spring break|twins
3201,101294,Comedy|Drama|Romance,Shanghai Calling,Daniel Hsia,Alan Ruck,Daniel Henney,Eliza Coupe,
3202,101362,Action|Thriller,Olympus Has Fallen,Antoine Fuqua,Gerard Butler,Morgan Freeman,Radha Mitchell,political thriller|politics|president|speaker of the house|u.s. president
3203,101612,Comedy|Romance,Admission,Paul Weitz,Tina Fey,Sarita Choudhury,Christopher Evan Welch,adoption|female protagonist|princeton university|wedding|working women
3204,101739,Horror,Evil Dead,Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise
3205,101864,Action|Adventure|Sci-Fi|IMAX,Oblivion,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,cabin in the woods|drone|flying through a thunderstorm|post apocalypse|sex in a pool
3206,101895,Drama,42,Brian Helgeland,Harrison Ford,Christopher Meloni,Nicole Beharie,baseball|baseball player|brooklyn dodgers|major league baseball|racism
3207,102033,Action|Comedy|Crime,Pain & Gain,Michael Bay,Dwayne Johnson,Larry Hankin,Michael Rispoli,american dream|bodybuilder|money|punch into the camera|reference to julia roberts
